Tour.Code,Tour.Description,Year,Tourn..,Player..,Course..,Permanent.Tournament..,Player.First.Name,Player.Last.Name,Round,Tournament.Name,Course.Name,Hole,Hole.Score,Par.Value,Yardage,Shot,Shot.Type.S.P.D.,X..of.Strokes,From.Location.Scorer.,From.Location.Enhanced.,To.Location.Scorer.,To.Location.Enhanced.,Distance,Distance.to.Pin,In.the.Hole.Flag,Around.the.Green.Flag,X1st.Putt.Flag,Distance.to.Hole.after.the.Shot,Time,Lie,Elevation,Slope,Z.Coordinate,Distance.from.Center,Distance.from.Edge,Date,Left.Right,Strokes.Gained.Baseline,Strokes.Gained.Category,Recovery.Shot,x,y,Player.Name,bad_hole
R,PGA TOUR,2017,400,34358,819,518,Jonathan,Randolph,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,8161,8503,N,N,N,562,1328,Good,With,Level,732.814,478,308,07/22/2017,R,0.306,Approach the Green,No,7159.223,10584.361,"Randolph, Jonathan",0
R,PGA TOUR,2017,400,34358,819,518,Jonathan,Randolph,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,564,562,N,N,Y,22,1335,Good,With,Level,735.38,12,631,07/22/2017,L,0.107,Putting,No,7171.403,10629.657,"Randolph, Jonathan",0
R,PGA TOUR,2017,400,34358,819,518,Jonathan,Randolph,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,22,22,Y,N,N,0,1336,Good,With,Level,0,0,0,07/22/2017,,0.006,Putting,No,0,0,"Randolph, Jonathan",0
R,PGA TOUR,2017,400,34466,819,518,Peter,Malnati,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,11016,19152,N,N,N,8137,1039,Good,With,Level,692.005,122,407,07/22/2017,L,0.234,Off the Tee,No,6541.085,10387.544,"Malnati, Peter",0
R,PGA TOUR,2017,400,34466,819,518,Peter,Malnati,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,7782,8137,N,N,N,525,1045,Good,With,Level,732.896,418,371,07/22/2017,R,0.267,Approach the Green,No,7156.23,10588.78,"Malnati, Peter",0
R,PGA TOUR,2017,400,34466,819,518,Peter,Malnati,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,591,525,N,N,Y,62,1050,Good,With,Level,735.479,50,595,07/22/2017,L,-0.174,Putting,No,7175.483,10633.993,"Malnati, Peter",0
R,PGA TOUR,2017,400,34466,819,518,Peter,Malnati,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,62,62,Y,N,N,0,1051,Good,With,Level,0,0,0,07/22/2017,,0.263,Putting,No,0,0,"Malnati, Peter",0
R,PGA TOUR,2017,400,34563,819,518,Chesson,Hadley,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,11093,19152,N,N,N,7815,1411,Good,With,Level,692.765,284,125,07/22/2017,R,0.301,Off the Tee,No,6578.101,10368.045,"Hadley, Chesson",0
R,PGA TOUR,2017,400,34563,819,518,Chesson,Hadley,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Fringe,Unmapped,6992,7815,N,Y,N,889,1419,Good,With,Uphill,732.008,450,7,07/22/2017,,-0.151,Approach the Green,No,7120.588,10576.966,"Hadley, Chesson",0
R,PGA TOUR,2017,400,34563,819,518,Chesson,Hadley,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fringe,Unmapped,Green,Unmapped,930,889,N,N,N,52,1422,Good,With,Level,735.386,14,571,07/22/2017,L,0.269,Around the Green,No,7177.877,10629.009,"Hadley, Chesson",0
R,PGA TOUR,2017,400,34563,819,518,Chesson,Hadley,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,86,52,N,N,Y,34,1425,Good,With,Level,735.385,11,613,07/22/2017,L,-0.867,Putting,No,7170.856,10627.468,"Hadley, Chesson",0
R,PGA TOUR,2017,400,34563,819,518,Chesson,Hadley,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,34,34,Y,N,N,0,1426,Good,With,Level,0,0,0,07/22/2017,,0.038,Putting,No,0,0,"Hadley, Chesson",0
R,PGA TOUR,2017,400,35110,819,518,Brett,Drewitt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,11248,19152,N,N,N,8080,1107,Good,With,Level,693.281,435,107,07/22/2017,L,0.248,Off the Tee,No,6536.376,10414.384,"Drewitt, Brett",0
R,PGA TOUR,2017,400,35110,819,518,Brett,Drewitt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,7571,8080,N,N,N,804,1114,Good,With,Level,732.089,642,134,07/22/2017,R,0.1,Approach the Green,No,7147.276,10567.253,"Drewitt, Brett",0
R,PGA TOUR,2017,400,35110,819,518,Brett,Drewitt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,800,804,N,N,Y,23,1119,Good,With,Level,735.381,8,628,07/22/2017,L,0.235,Putting,No,7171.322,10629.33,"Drewitt, Brett",0
R,PGA TOUR,2017,400,35110,819,518,Brett,Drewitt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,23,23,Y,N,N,0,1120,Good,With,Level,0,0,0,07/22/2017,,0.007,Putting,No,0,0,"Drewitt, Brett",0
R,PGA TOUR,2017,400,35300,819,518,Andrew,Loupe,3,Barbasol Championship,RTJ Trail (Grand National),13,3,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,11226,19152,N,N,N,8089,1431,Good,With,Level,693.137,411,130,07/22/2017,L,0.24,Off the Tee,No,6536.411,10412.102,"Loupe, Andrew",0
R,PGA TOUR,2017,400,35300,819,518,Andrew,Loupe,3,Barbasol Championship,RTJ Trail (Grand National),13,3,5,536,2,S,1,Fairway,Left Fairway,Primary Rough,Left Rough,8508,8089,N,Y,N,513,1439,Good,With,Level,737.204,342,481,07/22/2017,,-0.079,Approach the Green,No,7197.418,10664.63,"Loupe, Andrew",0
R,PGA TOUR,2017,400,35300,819,518,Andrew,Loupe,3,Barbasol Championship,RTJ Trail (Grand National),13,3,5,536,3,S,1,Primary Rough,Left Rough,,,513,513,Y,N,N,0,1444,N/A,With,Level,0,0,0,07/22/2017,,1.429,Around the Green,No,0,0,"Loupe, Andrew",0
R,PGA TOUR,2017,400,35532,819,518,Tom,Hoge,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10819,19152,N,N,N,8310,1526,Good,With,Level,691.741,42,458,07/22/2017,R,0.202,Off the Tee,No,6530.455,10375.024,"Hoge, Tom",0
R,PGA TOUR,2017,400,35532,819,518,Tom,Hoge,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Primary Rough,Left Rough,7817,8310,N,Y,N,581,1532,Good,Below Ball,Level,734.639,234,401,07/22/2017,,-0.086,Approach the Green,No,7125.385,10636.963,"Hoge, Tom",0
R,PGA TOUR,2017,400,35532,819,518,Tom,Hoge,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,603,581,N,N,N,127,1537,N/A,With,Uphill,735.553,116,596,07/22/2017,L,-0.178,Around the Green,No,7175.559,10639.658,"Hoge, Tom",0
R,PGA TOUR,2017,400,35532,819,518,Tom,Hoge,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,174,127,N,N,Y,43,1540,Good,With,Level,735.346,42,612,07/22/2017,L,-0.445,Putting,No,7173.18,10625.38,"Hoge, Tom",0
R,PGA TOUR,2017,400,35532,819,518,Tom,Hoge,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,43,43,Y,N,N,0,1541,Good,With,Level,0,0,0,07/22/2017,,0.097,Putting,No,0,0,"Hoge, Tom",0
R,PGA TOUR,2017,400,35545,819,518,Blayne,Barber,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10250,19152,N,N,N,9444,1017,Good,With,Level,700.313,716,436,07/22/2017,L,-0.14,Off the Tee,No,6425.862,10384.858,"Barber, Blayne",0
R,PGA TOUR,2017,400,35545,819,518,Blayne,Barber,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Right Fairway,6072,9444,N,N,N,3375,1022,N/A,With,Level,718.121,229,625,07/22/2017,R,-0.031,Approach the Green,No,6909.053,10534.057,"Barber, Blayne",0
R,PGA TOUR,2017,400,35545,819,518,Blayne,Barber,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,3326,3375,N,N,N,50,1025,Good,With,Level,735.386,8,600,07/22/2017,L,0.609,Approach the Green,No,7169.038,10628.667,"Barber, Blayne",0
R,PGA TOUR,2017,400,35545,819,518,Blayne,Barber,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,50,50,Y,N,Y,0,1029,Good,With,Level,0,0,0,07/22/2017,,0.152,Putting,No,0,0,"Barber, Blayne",0
R,PGA TOUR,2017,400,36801,819,518,Mark,Hubbard,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Intermediate Rough,Left Intermediate,11303,19152,N,N,N,8134,1410,Good,With,Level,694.752,600,61,07/22/2017,L,0.234,Off the Tee,No,6527.922,10425.519,"Hubbard, Mark",0
R,PGA TOUR,2017,400,36801,819,518,Mark,Hubbard,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Intermediate Rough,Left Intermediate,Green,Unmapped,7655,8134,N,N,N,796,1418,N/A,Below Ball,Level,732.158,644,138,07/22/2017,R,0.116,Approach the Green,No,7148.704,10567.434,"Hubbard, Mark",0
R,PGA TOUR,2017,400,36801,819,518,Mark,Hubbard,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,800,796,N,N,Y,19,1424,Good,With,Level,735.379,14,636,07/22/2017,L,0.235,Putting,No,7171.753,10629.898,"Hubbard, Mark",0
R,PGA TOUR,2017,400,36801,819,518,Mark,Hubbard,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,19,19,Y,N,N,0,1425,Good,With,Level,0,0,0,07/22/2017,,0.005,Putting,No,0,0,"Hubbard, Mark",0
R,PGA TOUR,2017,400,37278,819,518,Nicholas,Lindheim,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10488,19152,N,N,N,8980,1006,Good,With,Level,695.937,473,94,07/22/2017,L,-0.096,Off the Tee,No,6467.358,10383.572,"Lindheim, Nicholas",0
R,PGA TOUR,2017,400,37278,819,518,Nicholas,Lindheim,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Right Fairway,6028,8980,N,N,N,2962,1012,N/A,With,Level,720.686,50,598,07/22/2017,R,-0.046,Approach the Green,No,6935.649,10563.586,"Lindheim, Nicholas",0
R,PGA TOUR,2017,400,37278,819,518,Nicholas,Lindheim,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,3140,2962,N,N,N,267,1015,Good,With,Level,735.902,212,540,07/22/2017,L,-0.17,Approach the Green,No,7182.258,10649.659,"Lindheim, Nicholas",0
R,PGA TOUR,2017,400,37278,819,518,Nicholas,Lindheim,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,288,267,N,N,Y,17,1019,Good,With,Level,735.365,14,632,07/22/2017,L,-0.102,Putting,No,7172.612,10627.698,"Lindheim, Nicholas",0
R,PGA TOUR,2017,400,37278,819,518,Nicholas,Lindheim,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,17,17,Y,N,N,0,1019,Good,With,Level,0,0,0,07/22/2017,,0.004,Putting,No,0,0,"Lindheim, Nicholas",0
R,PGA TOUR,2017,400,46440,819,518,Smylie,Kaufman,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,11345,19152,N,N,N,8173,1516,Good,With,Level,696.095,720,182,07/22/2017,L,0.043,Off the Tee,No,6521.927,10433.639,"Kaufman, Smylie",0
R,PGA TOUR,2017,400,46440,819,518,Smylie,Kaufman,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,7371,8173,N,Y,N,842,1523,N/A,With,Level,732.523,277,46,07/22/2017,,0.13,Approach the Green,No,7114.708,10590.358,"Kaufman, Smylie",0
R,PGA TOUR,2017,400,46440,819,518,Smylie,Kaufman,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,883,842,N,N,N,53,1528,Good,With,Level,735.359,25,574,07/22/2017,L,0.237,Around the Green,No,7177.81,10628.054,"Kaufman, Smylie",0
R,PGA TOUR,2017,400,46440,819,518,Smylie,Kaufman,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,53,53,Y,N,Y,0,1531,Good,With,Level,0,0,0,07/22/2017,,0.18,Putting,No,0,0,"Kaufman, Smylie",0
R,PGA TOUR,2017,400,46441,819,518,Robby,Shelton,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10914,19152,N,N,N,8039,1222,Good,With,Level,692.032,237,179,07/22/2017,R,0.255,Off the Tee,No,6559.748,10363.414,"Shelton, Robby",0
R,PGA TOUR,2017,400,46441,819,518,Robby,Shelton,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,7479,8039,N,N,N,697,1231,Good,With,Level,732.135,486,250,07/22/2017,R,0.136,Approach the Green,No,7142.951,10579.562,"Shelton, Robby",0
R,PGA TOUR,2017,400,46441,819,518,Robby,Shelton,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green,Unmapped,Green,Unmapped,616,697,N,N,Y,80,1237,Good,With,Level,735.332,60,581,07/22/2017,L,-0.21,Putting,No,7170.114,10623.049,"Shelton, Robby",0
R,PGA TOUR,2017,400,46441,819,518,Robby,Shelton,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,90,80,N,N,N,8,1240,Good,With,Level,735.36,0,615,07/22/2017,L,-0.592,Putting,No,7174.193,10629.34,"Shelton, Robby",0
R,PGA TOUR,2017,400,46441,819,518,Robby,Shelton,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,8,8,Y,N,N,0,1241,Good,With,Level,0,0,0,07/22/2017,,0.001,Putting,No,0,0,"Shelton, Robby",0
R,PGA TOUR,2017,400,46507,819,518,Bobby,Wyatt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,10716,19152,N,N,N,8054,1132,Good,With,Level,691.193,644,227,07/22/2017,R,0.062,Off the Tee,No,6572.945,10332.088,"Wyatt, Bobby",0
R,PGA TOUR,2017,400,46507,819,518,Bobby,Wyatt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Right Rough,Green,Unmapped,8247,8054,N,N,N,269,1139,N/A,With,Level,735.881,151,402,07/22/2017,L,0.624,Approach the Green,No,7194.652,10621.497,"Wyatt, Bobby",0
R,PGA TOUR,2017,400,46507,819,518,Bobby,Wyatt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,278,269,N,N,Y,28,1144,Good,With,Level,735.374,22,623,07/22/2017,L,-0.116,Putting,No,7172.143,10626.868,"Wyatt, Bobby",0
R,PGA TOUR,2017,400,46507,819,518,Bobby,Wyatt,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,28,28,Y,N,N,0,1146,Good,With,Level,0,0,0,07/22/2017,,0.02,Putting,No,0,0,"Wyatt, Bobby",0
R,PGA TOUR,2017,400,46550,819,518,Brandon,Hagy,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,11379,19152,N,N,N,8239,1450,Good,With,Level,697.723,858,325,07/22/2017,L,0.03,Off the Tee,No,6513.571,10442.28,"Hagy, Brandon",0
R,PGA TOUR,2017,400,46550,819,518,Brandon,Hagy,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,6626,8239,N,Y,N,1625,1457,N/A,Below Ball,Downhill,728.122,137,275,07/22/2017,,-0.061,Approach the Green,No,7039.916,10606.268,"Hagy, Brandon",0
R,PGA TOUR,2017,400,46550,819,518,Brandon,Hagy,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,1782,1625,N,N,N,171,1501,Good,With,Level,735.759,91,473,07/22/2017,L,-0.147,Around the Green,No,7187.101,10624.746,"Hagy, Brandon",0
R,PGA TOUR,2017,400,46550,819,518,Brandon,Hagy,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,172,171,N,N,Y,13,1505,Good,With,Level,735.359,13,630,07/22/2017,L,-0.234,Putting,No,7173.106,10627.852,"Hagy, Brandon",0
R,PGA TOUR,2017,400,46550,819,518,Brandon,Hagy,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,13,13,Y,N,N,0,1505,Good,With,Level,0,0,0,07/22/2017,,0.002,Putting,No,0,0,"Hagy, Brandon",0
R,PGA TOUR,2017,400,46601,819,518,Trey,Mullinax,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,11808,19152,N,N,N,8060,1611,Good,With,Level,697.894,1243,678,07/22/2017,L,0.062,Off the Tee,No,6519.184,10480.796,"Mullinax, Trey",0
R,PGA TOUR,2017,400,46601,819,518,Trey,Mullinax,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Primary Rough,Left Rough,6892,8060,N,Y,N,1232,1618,N/A,With,Level,731.919,393,248,07/22/2017,,-0.18,Approach the Green,No,7070.852,10636.85,"Mullinax, Trey",0
R,PGA TOUR,2017,400,46601,819,518,Trey,Mullinax,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,1378,1232,N,N,N,161,1622,N/A,With,Level,735.572,121,513,07/22/2017,L,-0.036,Around the Green,No,7184.638,10621.566,"Mullinax, Trey",0
R,PGA TOUR,2017,400,46601,819,518,Trey,Mullinax,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,172,161,N,N,Y,20,1625,Good,With,Level,735.378,8,627,07/22/2017,L,-0.261,Putting,No,7171.881,10628.042,"Mullinax, Trey",0
R,PGA TOUR,2017,400,46601,819,518,Trey,Mullinax,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,20,20,Y,N,N,0,1625,Good,With,Level,0,0,0,07/22/2017,,0.005,Putting,No,0,0,"Mullinax, Trey",0
R,PGA TOUR,2017,400,46732,819,518,Rick,Lamb,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,11813,19152,N,N,N,7474,1007,Good,With,Level,696.503,489,117,07/22/2017,L,0.37,Off the Tee,No,6580.696,10440.956,"Lamb, Rick",0
R,PGA TOUR,2017,400,46732,819,518,Rick,Lamb,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Fairway,Left Fairway,8176,7474,N,Y,N,745,1012,Good,With,Level,736.993,232,29,07/22/2017,,-0.163,Approach the Green,No,7235.472,10625.008,"Lamb, Rick",0
R,PGA TOUR,2017,400,46732,819,518,Rick,Lamb,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,742,745,N,N,N,112,1017,Good,With,Level,735.44,112,546,07/22/2017,L,-0.205,Around the Green,No,7173.901,10619.575,"Lamb, Rick",0
R,PGA TOUR,2017,400,46732,819,518,Rick,Lamb,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,112,112,Y,N,Y,0,1020,Good,With,Level,0,0,0,07/22/2017,,0.588,Putting,No,0,0,"Lamb, Rick",0
R,PGA TOUR,2017,400,47128,819,518,Richy,Werenski,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,11174,19152,N,N,N,8063,1535,Good,With,Level,692.65,286,255,07/22/2017,L,0.248,Off the Tee,No,6541.819,10403.175,"Werenski, Richy",0
R,PGA TOUR,2017,400,47128,819,518,Richy,Werenski,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,8425,8063,N,N,N,412,1543,Good,With,Level,736.106,173,262,07/22/2017,L,0.332,Approach the Green,No,7207.262,10622.825,"Werenski, Richy",0
R,PGA TOUR,2017,400,47128,819,518,Richy,Werenski,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,400,412,N,N,Y,19,1550,Good,With,Level,735.333,20,617,07/22/2017,L,0.005,Putting,No,7174.245,10627.554,"Werenski, Richy",0
R,PGA TOUR,2017,400,47128,819,518,Richy,Werenski,3,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,19,19,Y,N,N,0,1550,Good,With,Level,0,0,0,07/22/2017,,0.005,Putting,No,0,0,"Werenski, Richy",0
R,PGA TOUR,2017,400,47504,819,518,Sam,Burns,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9094,19152,N,N,N,9462,1500,Good,With,Level,693.934,1575,924,07/22/2017,R,-0.765,Off the Tee,No,6504.758,10212.871,"Burns, Sam",0
R,PGA TOUR,2017,400,47504,819,518,Sam,Burns,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Other,Unmapped,Fairway,Right Fairway,3438,9462,N,N,N,6402,1503,N/A,With,Level,698.265,59,420,07/22/2017,R,0.314,Approach the Green,Yes,6674.286,10443.757,"Burns, Sam",0
R,PGA TOUR,2017,400,47504,819,518,Sam,Burns,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,6571,6402,N,N,N,170,1507,Good,With,Uphill,735.903,27,453,07/22/2017,L,0.274,Approach the Green,No,7187.665,10630.38,"Burns, Sam",0
R,PGA TOUR,2017,400,47504,819,518,Sam,Burns,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,179,170,N,N,Y,19,1512,Good,With,Level,735.359,18,632,07/22/2017,L,-0.238,Putting,No,7173.026,10627.409,"Burns, Sam",0
R,PGA TOUR,2017,400,47504,819,518,Sam,Burns,3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,19,19,Y,N,N,0,1512,Good,With,Level,0,0,0,07/22/2017,,0.005,Putting,No,0,0,"Burns, Sam",0
R,PGA TOUR,2017,400,47986,819,518,Rich,"Berberian, Jr.",3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,11311,19152,N,N,N,8454,1107,Good,With,Level,699.539,1028,521,07/22/2017,L,-0.009,Off the Tee,No,6493.321,10447.978,"Berberian, Jr., Rich",0
R,PGA TOUR,2017,400,47986,819,518,Rich,"Berberian, Jr.",3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,7707,8454,N,Y,N,940,1113,N/A,With,Level,731.468,554,14,07/22/2017,,0.147,Approach the Green,No,7123.308,10568.748,"Berberian, Jr., Rich",0
R,PGA TOUR,2017,400,47986,819,518,Rich,"Berberian, Jr.",3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,326,940,N,N,N,626,1118,Good,With,Uphill,732.363,425,306,07/22/2017,R,-0.7,Around the Green,No,7144.842,10585.316,"Berberian, Jr., Rich",0
R,PGA TOUR,2017,400,47986,819,518,Rich,"Berberian, Jr.",3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,575,626,N,N,Y,55,1120,Good,With,Level,735.369,51,606,07/22/2017,L,-0.047,Putting,No,7172.43,10624.406,"Berberian, Jr., Rich",0
R,PGA TOUR,2017,400,47986,819,518,Rich,"Berberian, Jr.",3,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,55,55,Y,N,N,0,1121,Good,With,Level,0,0,0,07/22/2017,,0.199,Putting,No,0,0,"Berberian, Jr., Rich",0
R,PGA TOUR,2017,400,49771,819,518,J.T.,Poston,3,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9454,19152,N,N,N,9161,1048,Good,With,Level,691.778,1317,769,07/22/2017,R,-0.714,Off the Tee,No,6516.452,10242.299,"Poston, J.T.",0
R,PGA TOUR,2017,400,49771,819,518,J.T.,Poston,3,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,2,S,1,Native Area,Unmapped,Primary Rough,Right Rough,3401,9161,N,N,N,5807,1054,N/A,With,Level,706.978,600,96,07/22/2017,R,0.106,Approach the Green,Yes,6739.095,10417.044,"Poston, J.T.",0
R,PGA TOUR,2017,400,49771,819,518,J.T.,Poston,3,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,3,S,1,Primary Rough,Right Rough,Green,Unmapped,6036,5807,N,N,N,244,1058,N/A,With,Level,736.173,48,380,07/22/2017,L,0.319,Approach the Green,No,7193.83,10630.115,"Poston, J.T.",0
R,PGA TOUR,2017,400,49771,819,518,J.T.,Poston,3,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,4,S,1,Green,Unmapped,Green,Unmapped,279,244,N,N,Y,41,1102,Good,With,Level,735.381,23,608,07/22/2017,L,-0.203,Putting,No,7170.913,10626.484,"Poston, J.T.",0
R,PGA TOUR,2017,400,49771,819,518,J.T.,Poston,3,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,5,S,1,Green,Unmapped,Green,Unmapped,59,41,N,N,N,15,1103,Good,With,Level,735.376,15,618,07/22/2017,L,-0.921,Putting,No,7173.786,10630.505,"Poston, J.T.",0
