Tour.Code,Tour.Description,Year,Tourn..,Player..,Course..,Permanent.Tournament..,Player.First.Name,Player.Last.Name,Round,Tournament.Name,Course.Name,Hole,Hole.Score,Par.Value,Yardage,Shot,Shot.Type.S.P.D.,X..of.Strokes,From.Location.Scorer.,From.Location.Enhanced.,To.Location.Scorer.,To.Location.Enhanced.,Distance,Distance.to.Pin,In.the.Hole.Flag,Around.the.Green.Flag,X1st.Putt.Flag,Distance.to.Hole.after.the.Shot,Time,Lie,Elevation,Slope,Z.Coordinate,Distance.from.Center,Distance.from.Edge,Date,Left.Right,Strokes.Gained.Baseline,Strokes.Gained.Category,Recovery.Shot,x,y,Player.Name,bad_hole
R,PGA TOUR,2017,400,1116,819,518,Michael,Bradley,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10519,19116,N,N,N,8544,1827,Good,With,Level,691.44,97,337,07/20/2017,R,0.158,Off the Tee,No,6522.721,10358.294,"Bradley, Michael",0
R,PGA TOUR,2017,400,1116,819,518,Michael,Bradley,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,7901,8544,N,N,N,1035,1835,Good,With,Level,732.23,844,89,07/20/2017,R,0.083,Approach the Green,No,7146.977,10563.56,"Bradley, Michael",0
R,PGA TOUR,2017,400,1116,819,518,Michael,Bradley,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,984,1035,N,N,Y,51,1841,Good,With,Level,735.56,40,651,07/20/2017,L,0.18,Putting,No,7171.111,10641.877,"Bradley, Michael",0
R,PGA TOUR,2017,400,1116,819,518,Michael,Bradley,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,51,51,Y,N,N,0,1844,Good,With,Level,0,0,0,07/20/2017,,0.162,Putting,No,0,0,"Bradley, Michael",0
R,PGA TOUR,2017,400,1388,819,518,Robert,Gamez,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9787,19116,N,N,N,8866,1839,Good,With,Level,690.185,1153,691,07/20/2017,R,-0.164,Off the Tee,No,6539.07,10268.438,"Gamez, Robert",0
R,PGA TOUR,2017,400,1388,819,518,Robert,Gamez,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Native Area,Unmapped,Fairway,Left Fairway,7483,8866,N,Y,N,1385,1843,N/A,With,Level,728.817,364,187,07/20/2017,,0.175,Approach the Green,No,7076.335,10582.555,"Gamez, Robert",0
R,PGA TOUR,2017,400,1388,819,518,Robert,Gamez,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,1434,1385,N,N,N,203,1847,Good,With,Level,735.787,186,490,07/20/2017,L,-0.255,Around the Green,No,7184.291,10633.382,"Gamez, Robert",0
R,PGA TOUR,2017,400,1388,819,518,Robert,Gamez,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,201,203,N,N,Y,3,1853,Good,With,Level,735.69,5,638,07/20/2017,L,-0.173,Putting,No,7172.83,10645.551,"Gamez, Robert",0
R,PGA TOUR,2017,400,1388,819,518,Robert,Gamez,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,3,3,Y,N,N,0,1853,Good,With,Level,0,0,0,07/20/2017,,0,Putting,No,0,0,"Gamez, Robert",0
R,PGA TOUR,2017,400,1577,819,518,Lee,Janzen,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9627,19116,N,N,N,9067,1052,Good,With,Level,691.25,1081,581,07/20/2017,R,-0.71,Off the Tee,No,6520.861,10266.226,"Janzen, Lee",0
R,PGA TOUR,2017,400,1577,819,518,Lee,Janzen,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,2,S,1,Other,Unmapped,Primary Rough,Left Rough,2297,9067,N,N,N,7847,1057,N/A,With,Level,696.075,819,238,07/20/2017,L,-0.195,Approach the Green,Yes,6548.17,10455.638,"Janzen, Lee",0
R,PGA TOUR,2017,400,1577,819,518,Lee,Janzen,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,3,S,1,Primary Rough,Left Rough,Fairway,Right Fairway,6975,7847,N,Y,N,1245,1100,N/A,With,Level,729.344,818,142,07/20/2017,,-0.063,Approach the Green,No,7119.543,10556.911,"Janzen, Lee",0
R,PGA TOUR,2017,400,1577,819,518,Lee,Janzen,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,4,S,1,Fairway,Right Fairway,Green,Unmapped,1144,1245,N,N,N,234,1104,Good,With,Level,735.567,232,522,07/20/2017,L,-0.315,Around the Green,No,7182.057,10628.607,"Janzen, Lee",0
R,PGA TOUR,2017,400,1577,819,518,Lee,Janzen,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,5,S,1,Green,Unmapped,Green,Unmapped,267,234,N,N,Y,38,1107,Good,With,Level,735.827,33,638,07/20/2017,L,-0.194,Putting,No,7173.603,10649.22,"Janzen, Lee",0
R,PGA TOUR,2017,400,1577,819,518,Lee,Janzen,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,6,S,1,Green,Unmapped,,,38,38,Y,N,N,0,1107,Good,With,Level,0,0,0,07/20/2017,,0.06,Putting,No,0,0,"Janzen, Lee",0
R,PGA TOUR,2017,400,1706,819,518,Davis,Love III,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10686,19116,N,N,N,8504,850,Good,With,Level,691.939,150,334,07/20/2017,L,0.164,Off the Tee,No,6517.632,10378.851,"Love III, Davis",0
R,PGA TOUR,2017,400,1706,819,518,Davis,Love III,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,8646,8504,N,N,N,422,856,Good,With,Level,735.865,392,406,07/20/2017,L,0.402,Approach the Green,No,7195.506,10618.985,"Love III, Davis",0
R,PGA TOUR,2017,400,1706,819,518,Davis,Love III,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,415,422,N,N,Y,31,902,Good,With,Level,735.616,21,652,07/20/2017,L,-0.012,Putting,No,7171.248,10643.634,"Love III, Davis",0
R,PGA TOUR,2017,400,1706,819,518,Davis,Love III,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,31,31,Y,N,N,0,905,Good,With,Level,0,0,0,07/20/2017,,0.029,Putting,No,0,0,"Love III, Davis",0
R,PGA TOUR,2017,400,1761,819,518,Len,Mattiace,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9150,19116,N,N,N,9335,1410,Good,With,Level,689.683,1903,1337,07/20/2017,R,-0.214,Off the Tee,No,6537.957,10198.32,"Mattiace, Len",0
R,PGA TOUR,2017,400,1761,819,518,Len,Mattiace,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Native Area,Unmapped,Fairway,Left Fairway,4402,9335,N,N,N,5648,1417,N/A,With,Level,708.879,557,148,07/20/2017,L,-0.152,Approach the Green,No,6721.131,10515.54,"Mattiace, Len",0
R,PGA TOUR,2017,400,1761,819,518,Len,Mattiace,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,6091,5648,N,N,N,694,1422,Good,Below Ball,Level,736.04,572,173,07/20/2017,R,-0.248,Approach the Green,No,7218.966,10610.924,"Mattiace, Len",0
R,PGA TOUR,2017,400,1761,819,518,Len,Mattiace,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,682,694,N,N,Y,67,1429,Good,With,Level,735.527,52,656,07/20/2017,L,-0.109,Putting,No,7170.57,10640.653,"Mattiace, Len",0
R,PGA TOUR,2017,400,1761,819,518,Len,Mattiace,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,67,67,Y,N,N,0,1431,Good,With,Level,0,0,0,07/20/2017,,0.306,Putting,No,0,0,"Mattiace, Len",0
R,PGA TOUR,2017,400,2106,819,518,Chris,Smith,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,9695,19116,N,N,N,9021,812,Good,With,Level,690.997,1007,522,07/20/2017,R,-0.704,Off the Tee,No,6521.212,10273.302,"Smith, Chris",0
R,PGA TOUR,2017,400,2106,819,518,Chris,Smith,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Right Rough,Fairway,Left Fairway,3262,9021,N,N,N,6107,818,N/A,With,Level,702.682,392,298,07/20/2017,L,0.278,Approach the Green,Yes,6690.734,10485.429,"Smith, Chris",0
R,PGA TOUR,2017,400,2106,819,518,Chris,Smith,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,6170,6107,N,N,N,274,822,Good,Below Ball,Uphill,735.631,270,503,07/20/2017,L,0.1,Approach the Green,No,7184.189,10626.037,"Smith, Chris",0
R,PGA TOUR,2017,400,2106,819,518,Chris,Smith,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,287,274,N,N,Y,21,826,Good,With,Level,735.723,6,662,07/20/2017,L,-0.097,Putting,No,7170.79,10645.884,"Smith, Chris",0
R,PGA TOUR,2017,400,2106,819,518,Chris,Smith,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,21,21,Y,N,N,0,826,Good,With,Level,0,0,0,07/20/2017,,0.006,Putting,No,0,0,"Smith, Chris",0
R,PGA TOUR,2017,400,2246,819,518,Duffy,Waldorf,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10406,19116,N,N,N,8644,1315,Good,With,Level,691.333,147,289,07/20/2017,R,0.139,Off the Tee,No,6516.972,10350.842,"Waldorf, Duffy",0
R,PGA TOUR,2017,400,2246,819,518,Duffy,Waldorf,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Primary Rough,Left Rough,8510,8644,N,Y,N,912,1322,Good,With,Level,733.543,870,1251,07/20/2017,,-0.171,Approach the Green,No,7128.262,10707.8,"Waldorf, Duffy",0
R,PGA TOUR,2017,400,2246,819,518,Duffy,Waldorf,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,1012,912,N,N,N,139,1327,Good,With,Level,735.923,55,500,07/20/2017,L,-0.072,Around the Green,No,7184.436,10644.959,"Waldorf, Duffy",0
R,PGA TOUR,2017,400,2246,819,518,Duffy,Waldorf,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,139,139,Y,N,Y,0,1330,Good,With,Level,0,0,0,07/20/2017,,0.687,Putting,No,0,0,"Waldorf, Duffy",0
R,PGA TOUR,2017,400,6515,819,518,Shaun,Micheel,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10897,19116,N,N,N,8088,1314,Good,With,Level,692.091,152,265,07/20/2017,R,0.233,Off the Tee,No,6558.747,10370.913,"Micheel, Shaun",0
R,PGA TOUR,2017,400,6515,819,518,Shaun,Micheel,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Fairway,Right Fairway,8043,8088,N,Y,N,1159,1323,Good,With,Level,731.481,1161,112,07/20/2017,,-0.177,Approach the Green,No,7202.353,10553.964,"Micheel, Shaun",0
R,PGA TOUR,2017,400,6515,819,518,Shaun,Micheel,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,1252,1159,N,N,N,99,1328,Good,With,Level,735.961,89,651,07/20/2017,L,0.004,Around the Green,No,7174.106,10654.274,"Micheel, Shaun",0
R,PGA TOUR,2017,400,6515,819,518,Shaun,Micheel,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,99,99,Y,N,Y,0,1331,Good,With,Level,0,0,0,07/20/2017,,0.523,Putting,No,0,0,"Micheel, Shaun",0
R,PGA TOUR,2017,400,6575,819,518,Dudley,Hart,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10057,19116,N,N,N,8877,1040,Good,With,Level,691.006,445,16,07/20/2017,R,0.097,Off the Tee,No,6510.048,10319.917,"Hart, Dudley",0
R,PGA TOUR,2017,400,6575,819,518,Dudley,Hart,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,8288,8877,N,N,N,798,1046,Good,With,Level,732.433,601,326,07/20/2017,R,0.246,Approach the Green,No,7146.644,10584.693,"Hart, Dudley",0
R,PGA TOUR,2017,400,6575,819,518,Dudley,Hart,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green,Unmapped,Green,Unmapped,806,798,N,N,Y,39,1052,Good,With,Level,735.642,23,599,07/20/2017,L,0.173,Putting,No,7176.036,10644.972,"Hart, Dudley",0
R,PGA TOUR,2017,400,6575,819,518,Dudley,Hart,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,63,39,N,N,N,23,1052,Good,With,Level,735.675,3,661,07/20/2017,L,-0.94,Putting,No,7170.797,10645.096,"Hart, Dudley",0
R,PGA TOUR,2017,400,6575,819,518,Dudley,Hart,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,23,23,Y,N,N,0,1052,Good,With,Level,0,0,0,07/20/2017,,0.007,Putting,No,0,0,"Hart, Dudley",0
R,PGA TOUR,2017,400,8385,819,518,Omar,Uresti,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10554,19116,N,N,N,8438,1851,Good,With,Level,691.555,217,213,07/20/2017,R,0.177,Off the Tee,No,6534.818,10353.098,"Uresti, Omar",0
R,PGA TOUR,2017,400,8385,819,518,Omar,Uresti,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,2,S,1,Fairway,Right Fairway,Fairway Bunker,Unmapped,5965,8438,N,N,N,2545,1856,Good,With,Level,722.856,853,341,07/20/2017,R,-0.74,Approach the Green,No,7001.517,10521.26,"Uresti, Omar",0
R,PGA TOUR,2017,400,8385,819,518,Omar,Uresti,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,3,S,1,Fairway Bunker,Unmapped,Green Side Bunker,Front Left Green Side Bunker,1784,2545,N,Y,N,772,1901,Good,With,Level,731.267,130,192,07/20/2017,,-0.381,Approach the Green,No,7115.804,10615.966,"Uresti, Omar",0
R,PGA TOUR,2017,400,8385,819,518,Omar,Uresti,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,4,S,1,Green Side Bunker,Front Left Green Side Bunker,Green,Unmapped,729,772,N,N,N,61,1903,Good,With,Level,735.537,49,653,07/20/2017,L,0.273,Around the Green,No,7170.915,10641.083,"Uresti, Omar",0
R,PGA TOUR,2017,400,8385,819,518,Omar,Uresti,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,5,S,1,Green,Unmapped,Green,Unmapped,82,61,N,N,Y,19,1906,Good,With,Level,735.732,7,627,07/20/2017,L,-0.751,Putting,No,7174.06,10647.1,"Uresti, Omar",0
R,PGA TOUR,2017,400,8385,819,518,Omar,Uresti,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,6,S,1,Green,Unmapped,,,19,19,Y,N,N,0,1906,Good,With,Level,0,0,0,07/20/2017,,0.005,Putting,No,0,0,"Uresti, Omar",0
R,PGA TOUR,2017,400,10213,819,518,Dicky,Pride,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10804,19116,N,N,N,8420,1159,Good,With,Level,692.045,231,266,07/20/2017,L,0.177,Off the Tee,No,6521.403,10388.193,"Pride, Dicky",0
R,PGA TOUR,2017,400,10213,819,518,Dicky,Pride,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,7723,8420,N,N,N,954,1207,Good,With,Level,731.988,667,156,07/20/2017,R,0.099,Approach the Green,No,7135.883,10575.392,"Pride, Dicky",0
R,PGA TOUR,2017,400,10213,819,518,Dicky,Pride,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,957,954,N,N,Y,40,1212,Good,With,Level,735.626,30,600,07/20/2017,L,0.233,Putting,No,7175.836,10644.363,"Pride, Dicky",0
R,PGA TOUR,2017,400,10213,819,518,Dicky,Pride,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,40,40,Y,N,N,0,1217,Good,With,Level,0,0,0,07/20/2017,,0.074,Putting,No,0,0,"Pride, Dicky",0
R,PGA TOUR,2017,400,10505,819,518,Shane,Bertsch,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway Bunker,Unmapped,10034,19116,N,N,N,9545,922,Good,With,Level,700.399,574,323,07/20/2017,L,-0.254,Off the Tee,No,6426.799,10371.581,"Bertsch, Shane",0
R,PGA TOUR,2017,400,10505,819,518,Shane,Bertsch,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway Bunker,Unmapped,Fairway,Right Fairway,5617,9545,N,N,N,3947,927,Good,With,Level,716.103,302,508,07/20/2017,R,0.029,Approach the Green,No,6873.623,10510.085,"Bertsch, Shane",0
R,PGA TOUR,2017,400,10505,819,518,Shane,Bertsch,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,4089,3947,N,N,N,149,931,Good,With,Level,735.962,42,494,07/20/2017,L,0.095,Approach the Green,No,7185.299,10646.403,"Bertsch, Shane",0
R,PGA TOUR,2017,400,10505,819,518,Shane,Bertsch,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,169,149,N,N,Y,24,936,Good,With,Level,735.643,14,652,07/20/2017,L,-0.294,Putting,No,7171.417,10644.3,"Bertsch, Shane",0
R,PGA TOUR,2017,400,10505,819,518,Shane,Bertsch,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,24,24,Y,N,N,0,937,Good,With,Level,0,0,0,07/20/2017,,0.007,Putting,No,0,0,"Bertsch, Shane",0
R,PGA TOUR,2017,400,10733,819,518,Kent,Jones,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10754,19116,N,N,N,8370,1438,Good,With,Level,691.747,60,442,07/20/2017,L,0.183,Off the Tee,No,6530.587,10376.754,"Jones, Kent",0
R,PGA TOUR,2017,400,10733,819,518,Kent,Jones,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Fringe,Unmapped,8650,8370,N,Y,N,302,1445,Good,With,Level,736.52,147,545,07/20/2017,,0.36,Approach the Green,No,7189.99,10664.5,"Jones, Kent",0
R,PGA TOUR,2017,400,10733,819,518,Kent,Jones,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fringe,Unmapped,Green,Unmapped,322,302,N,N,N,27,1451,Good,With,Level,735.617,29,629,07/20/2017,L,0.023,Around the Green,No,7173.231,10643.566,"Jones, Kent",0
R,PGA TOUR,2017,400,10733,819,518,Kent,Jones,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,27,27,Y,N,Y,0,1453,Good,With,Level,0,0,0,07/20/2017,,0.017,Putting,No,0,0,"Jones, Kent",0
R,PGA TOUR,2017,400,10809,819,518,Jim,Furyk,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10055,19116,N,N,N,8989,849,Good,With,Level,691.513,245,225,07/20/2017,R,0.081,Off the Tee,No,6494.403,10330.931,"Furyk, Jim",0
R,PGA TOUR,2017,400,10809,819,518,Jim,Furyk,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,8462,8989,N,N,N,761,854,Good,With,Level,732.664,594,358,07/20/2017,R,0.274,Approach the Green,No,7150.362,10586.55,"Furyk, Jim",0
R,PGA TOUR,2017,400,10809,819,518,Jim,Furyk,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,731,761,N,N,Y,42,901,Good,With,Level,735.591,43,617,07/20/2017,L,0.139,Putting,No,7174.084,10642.582,"Furyk, Jim",0
R,PGA TOUR,2017,400,10809,819,518,Jim,Furyk,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,42,42,Y,N,N,0,905,Good,With,Level,0,0,0,07/20/2017,,0.089,Putting,No,0,0,"Furyk, Jim",0
R,PGA TOUR,2017,400,10885,819,518,Robert,Allenby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10823,19116,N,N,N,8417,1158,Good,With,Level,692.141,259,240,07/20/2017,L,0.177,Off the Tee,No,6520.795,10390.469,"Allenby, Robert",0
R,PGA TOUR,2017,400,10885,819,518,Robert,Allenby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,7942,8417,N,N,N,859,1206,Good,With,Level,732.521,723,254,07/20/2017,R,0.144,Approach the Green,No,7154.607,10576.623,"Allenby, Robert",0
R,PGA TOUR,2017,400,10885,819,518,Robert,Allenby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,822,859,N,N,Y,37,1215,Good,With,Level,735.591,31,646,07/20/2017,L,0.21,Putting,No,7171.696,10642.9,"Allenby, Robert",0
R,PGA TOUR,2017,400,10885,819,518,Robert,Allenby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,37,37,Y,N,N,0,1217,Good,With,Level,0,0,0,07/20/2017,,0.052,Putting,No,0,0,"Allenby, Robert",0
R,PGA TOUR,2017,400,11032,819,518,Frank,Lickliter II,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10755,19116,N,N,N,8320,826,Good,With,Level,691.84,25,400,07/20/2017,R,0.195,Off the Tee,No,6537.072,10372.191,"Lickliter II, Frank",0
R,PGA TOUR,2017,400,11032,819,518,Frank,Lickliter II,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Primary Rough,Left Rough,8661,8320,N,Y,N,610,832,Good,With,Level,734.72,547,905,07/20/2017,,-0.106,Approach the Green,No,7180.49,10696.4,"Lickliter II, Frank",0
R,PGA TOUR,2017,400,11032,819,518,Frank,Lickliter II,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,905,610,N,N,N,292,838,N/A,With,Level,735.173,244,534,07/20/2017,L,-0.431,Around the Green,No,7166.048,10622.402,"Lickliter II, Frank",0
R,PGA TOUR,2017,400,11032,819,518,Frank,Lickliter II,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,293,292,N,N,Y,1,840,Good,With,Level,735.704,2,638,07/20/2017,L,-0.075,Putting,No,7172.841,10645.833,"Lickliter II, Frank",0
R,PGA TOUR,2017,400,11032,819,518,Frank,Lickliter II,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,1,1,Y,N,N,0,841,Good,With,Level,0,0,0,07/20/2017,,0,Putting,No,0,0,"Lickliter II, Frank",0
R,PGA TOUR,2017,400,12510,819,518,Chad,Campbell,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10815,19116,N,N,N,8239,901,Good,With,Level,691.931,46,374,07/20/2017,R,0.208,Off the Tee,No,6543.86,10373.502,"Campbell, Chad",0
R,PGA TOUR,2017,400,12510,819,518,Chad,Campbell,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,7522,8239,N,N,N,1002,909,Good,With,Level,732.001,735,121,07/20/2017,R,0.047,Approach the Green,No,7137.761,10570.044,"Campbell, Chad",0
R,PGA TOUR,2017,400,12510,819,518,Chad,Campbell,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,994,1002,N,N,Y,9,914,Good,With,Level,735.665,11,636,07/20/2017,L,0.327,Putting,No,7172.84,10645.031,"Campbell, Chad",0
R,PGA TOUR,2017,400,12510,819,518,Chad,Campbell,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,9,9,Y,N,N,0,915,Good,With,Level,0,0,0,07/20/2017,,0.001,Putting,No,0,0,"Campbell, Chad",0
R,PGA TOUR,2017,400,12757,819,518,Mike,Genovese,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,9490,19116,N,N,N,9709,1437,Good,With,Level,698.137,200,240,07/20/2017,L,-0.029,Off the Tee,No,6435.972,10313.296,"Genovese, Mike",0
R,PGA TOUR,2017,400,12757,819,518,Mike,Genovese,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Fairway,Right Fairway,7260,9709,N,N,N,2455,1443,Good,With,Level,723.472,199,226,07/20/2017,R,-0.093,Approach the Green,No,6982.062,10572.429,"Genovese, Mike",0
R,PGA TOUR,2017,400,12757,819,518,Mike,Genovese,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,2533,2455,N,N,N,81,1448,Good,With,Level,735.737,29,558,07/20/2017,L,0.289,Approach the Green,No,7179.631,10645.686,"Genovese, Mike",0
R,PGA TOUR,2017,400,12757,819,518,Mike,Genovese,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,81,81,Y,N,Y,0,1452,Good,With,Level,0,0,0,07/20/2017,,0.416,Putting,No,0,0,"Genovese, Mike",0
R,PGA TOUR,2017,400,12782,819,518,Tim,Herron,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10553,19116,N,N,N,8543,1400,Good,With,Level,691.557,34,399,07/20/2017,R,0.158,Off the Tee,No,6520.714,10363.148,"Herron, Tim",0
R,PGA TOUR,2017,400,12782,819,518,Tim,Herron,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Fairway,Right Fairway,7919,8543,N,Y,N,1334,1407,Good,With,Level,728.767,1194,89,07/20/2017,,-0.14,Approach the Green,No,7156.524,10536.038,"Herron, Tim",0
