latitude,longitude,elevation
37.78747599999999,-80.317903,556.7967529296875
37.78744655044824,-80.31786004603325,556.6843872070312
37.78741710088069,-80.31781709210057,556.5601806640625
37.7873876512973,-80.317774138202,556.4568481445312
37.78735820169814,-80.3177311843375,556.3489990234375
37.78732875208316,-80.31768823050712,556.2238159179688
37.78729930245236,-80.3176452767108,556.1126098632812
37.78726985280578,-80.3176023229486,555.9939575195312
37.78724040314338,-80.31755936922048,555.8651123046875
37.78721095346517,-80.31751641552646,555.7329711914062
37.78718150377116,-80.31747346186651,555.5948486328125
37.78715205406134,-80.31743050824068,555.4564819335938
37.78712260433571,-80.31738755464892,555.3043212890625
37.78709315459428,-80.31734460109125,555.1321411132812
37.78744165182894,-80.31793972657381,556.7515869140625
37.78744165182894,-80.31793972657381,556.7515869140625
37.78741220570324,-80.31789676889764,556.6302490234375
37.78738275956172,-80.31785381125557,556.515869140625
37.78735331340439,-80.31781085364759,556.4124755859375
37.78732386723127,-80.31776789607369,556.2958374023438
37.78729442104232,-80.31772493853389,556.171142578125
37.78726497483757,-80.31768198102817,556.06396484375
37.787235528617,-80.31763902355654,555.931640625
37.78720608238064,-80.31759606611901,555.80615234375
37.78717663612844,-80.31755310871557,555.6819458007812
37.78714718986046,-80.31751015134621,555.5394287109375
37.78711774357665,-80.31746719401094,555.3901977539062
37.78708829727706,-80.31742423670978,555.24755859375
37.78705885096164,-80.3173812794427,555.072509765625
37.78740730364623,-80.31797645311363,556.7103881835938
37.78740730364623,-80.31797645311363,556.7103881835938
37.78737786092453,-80.31793349175281,556.5911254882812
37.787348418187,-80.3178905304261,556.4707641601562
37.78731897543365,-80.31784756913346,556.3658447265625
37.7872895326645,-80.31780460787492,556.2611694335938
37.78726008987954,-80.31776164665047,556.137451171875
37.78723064707876,-80.3177186854601,556.02001953125
37.78720120426217,-80.31767572430381,555.909912109375
37.78717176142977,-80.31763276318163,555.7703857421875
37.78714231858157,-80.31758980209354,555.6353149414062
37.78711287571753,-80.31754684103953,555.4921264648438
37.7870834328377,-80.31750388001961,555.3440551757812
37.78705398994205,-80.31746091903378,555.193115234375
37.7870245470306,-80.31741795808205,555.0146484375
37.78737295545189,-80.31801317961944,556.6660766601562
37.78737295545189,-80.31801317961944,556.6660766601562
37.78734351611232,-80.3179702145985,556.5604858398438
37.78731407675693,-80.31792724961164,556.4448852539062
37.78728463738573,-80.31788428465887,556.3358154296875
37.78725519799872,-80.3178413197402,556.22705078125
37.78722575859589,-80.31779835485563,556.1181030273438
37.78719631917725,-80.3177553900051,555.99755859375
37.78716687974278,-80.3177124251887,555.8783569335938
37.78713744029252,-80.31766946040638,555.75830078125
37.78710800082643,-80.31762649565815,555.6165771484375
37.78707856134452,-80.317583530944,555.4644775390625
37.78704912184681,-80.31754056626393,555.295654296875
37.78701968233328,-80.31749760161797,555.1340942382812
37.78699024280394,-80.3174546370061,554.9251708984375
37.7873386072459,-80.31804990609126,556.6470947265625
