latitude,longitude,elevation
37.970541,-84.642576,285.2801513671875
37.97052069198846,-84.6425252068598,285.1216430664062
37.97050038395491,-84.64247441374758,284.9300231933594
37.97048007589936,-84.64242362066334,284.8494262695312
37.97045976782181,-84.64237282760709,284.8917541503906
37.97043945972226,-84.64232203457883,285.1160888671875
37.9704191516007,-84.64227124157854,285.4773864746094
37.97039884345715,-84.64222044860624,285.9572143554688
37.97037853529159,-84.64216965566193,286.4343566894531
37.97035822710404,-84.64211886274559,286.8371276855469
37.97033791889447,-84.64206806985725,287.3414611816406
37.97031761066292,-84.64201727699688,287.8872375488281
37.97029730240936,-84.64196648416451,288.3267517089844
37.97027699413379,-84.64191569136011,288.7205810546875
37.97025668583623,-84.6418648985837,289.2178955078125
37.97023637751666,-84.64181410583528,289.5695495605469
37.97021606917509,-84.64176331311484,289.8513488769531
37.97019576081153,-84.64171252042239,290.2697448730469
37.97017545242596,-84.6416617277579,290.7123413085938
37.97015514401839,-84.64161093512143,291.0193481445312
37.97013483558881,-84.64156014251292,291.3465576171875
37.97011452713725,-84.6415093499324,291.7357177734375
37.97009421866367,-84.64145855737986,292.0860900878906
37.9705027198185,-84.64260599531681,284.9078979492188
37.97050271981851,-84.64260599531681,284.9078979492188
37.97048241113281,-84.64255520263302,284.8883666992188
37.9704621024251,-84.6425044099772,284.7957458496094
37.9704417936954,-84.64245361734937,284.8575134277344
37.9704214849437,-84.64240282474954,285.0057067871094
37.97040117616999,-84.64235203217768,285.3005981445312
37.97038086737428,-84.64230123963381,285.6818542480469
37.97036055855656,-84.64225044711792,286.0894165039062
37.97034024971686,-84.64219965463002,286.5290222167969
37.97031994085515,-84.6421488621701,286.8883361816406
37.97029963197144,-84.64209806973817,287.2955932617188
37.97027932306573,-84.64204727733423,287.8711242675781
37.97025901413802,-84.64199648495827,288.28125
37.97023870518831,-84.64194569261029,288.6131896972656
37.97021839621658,-84.6418949002903,289.0902099609375
37.97019808722287,-84.64184410799828,289.5658264160156
37.97017777820717,-84.64179331573428,289.8796081542969
37.97015746916944,-84.64174252349822,290.2504577636719
37.97013716010973,-84.64169173129018,290.6965637207031
37.970116851028,-84.6416409391101,291.0519104003906
37.97009654192428,-84.64159014695802,291.2627563476562
37.97007623279856,-84.64153935483392,291.5222778320312
37.97005592365085,-84.64148856273782,291.7484130859375
37.9704644396291,-84.64263599060249,284.5488586425781
37.9704644396291,-84.64263599060249,284.5488586425781
37.9704441302795,-84.64258519836858,284.6681823730469
37.97042382090788,-84.64253440616265,284.7435607910156
37.97040351151428,-84.64248361398471,284.9004211425781
37.97038320209867,-84.64243282183476,285.1407470703125
37.97036289266106,-84.64238202971279,285.4704895019531
37.97034258320144,-84.64233123761882,285.7868957519531
37.97032227371984,-84.64228044555281,286.1647644042969
37.97030196421623,-84.64222965351482,286.6457214355469
37.97028165469062,-84.64217886150479,287.0632019042969
37.97026134514299,-84.64212806952274,287.4651184082031
37.97024103557337,-84.64207727756869,287.9747314453125
37.97022072598176,-84.64202648564262,288.4770202636719
