latitude,longitude,elevation
38.995832,-77.206576,91.87561798095703
38.99581078654433,-77.20652508716496,92.2524185180664
38.99578957306637,-77.20647417436032,92.28641510009766
38.99576835956611,-77.20642326158608,92.29656219482422
38.99574714604358,-77.20637234884227,92.3468246459961
38.99572593249874,-77.20632143612883,92.39867401123047
38.99570471893161,-77.2062705234458,92.5485610961914
38.99568350534219,-77.20621961079317,92.84492492675781
38.99566229173046,-77.20616869817093,93.10044860839844
38.99564107809646,-77.2061177855791,93.19483184814453
38.99561986444015,-77.20606687301768,93.5640869140625
38.99559865076156,-77.20601596048665,94.59175872802734
38.99557743706067,-77.20596504798603,95.30046844482422
38.99555622333749,-77.2059141355158,95.2630386352539
38.9957898221191,-77.20659624228749,92.2282485961914
38.9957898221191,-77.20659624228749,92.2282485961914
38.99576864212211,-77.2065453066125,92.47428131103516
38.99574746210281,-77.20649437096789,92.48653411865234
38.99572628206118,-77.20644343535363,92.47745513916016
38.99570510199725,-77.20639249976975,92.4939193725586
38.99568392191101,-77.20634156421622,92.55137634277344
38.99566274180244,-77.20629062869307,92.75279998779297
38.99564156167158,-77.20623969320027,93.0385971069336
38.9956203815184,-77.20618875773786,93.2215805053711
38.99559920134291,-77.2061378223058,93.4028549194336
38.9955780211451,-77.20608688690412,93.98098754882812
38.99555684092498,-77.2060359515328,95.04685974121094
38.99553566068255,-77.20598501619185,95.80777740478516
38.9955144804178,-77.20593408088125,95.60649108886719
38.9957476442344,-77.20661648455095,92.58980560302734
38.9957476442344,-77.20661648455095,92.58980560302734
38.99572649737922,-77.2065655262983,92.75337219238281
38.9957053505017,-77.206514568076,92.69842529296875
38.99568420360185,-77.20646360988403,92.66722106933594
38.99566305667967,-77.20641265172237,92.67300415039062
38.99564190973516,-77.20636169359106,92.73910522460938
38.99562076276832,-77.20631073549009,92.97034454345703
38.99559961577914,-77.20625977741945,93.22541046142578
38.99557846876763,-77.20620881937913,93.37271881103516
38.99555732173379,-77.20615786136914,93.60033416748047
38.99553617467762,-77.2061069033895,94.30873107910156
38.99551502759912,-77.20605594544018,95.13574981689453
38.99549388049829,-77.2060049875212,95.8647689819336
38.99547273337512,-77.20595402963254,95.47491455078125
38.99545158622962,-77.20590307177422,94.48079681396484
38.99570546634585,-77.20663672679038,93.02738952636719
38.99570546634585,-77.20663672679038,93.02738952636719
38.99568435232002,-77.20658574621801,93.12127685546875
38.99566323827185,-77.20653476567594,93.04696655273438
38.99564212420131,-77.20648378516418,92.95520782470703
38.99562101010844,-77.20643280468272,92.9449234008789
38.99559989599321,-77.20638182423156,93.00053405761719
38.99557878185563,-77.20633084381068,93.2083740234375
38.99555766769569,-77.20627986342011,93.36993408203125
38.9955365535134,-77.20622888305984,93.52867126464844
38.99551543930877,-77.20617790272988,93.86579132080078
38.99549432508179,-77.20612692243019,94.00679779052734
38.99547321083244,-77.20607594216081,94.2934799194336
38.99545209656076,-77.20602496192173,95.64041137695312
38.99543098226672,-77.20597398171294,95.26242065429688
