latitude,longitude,elevation,resolution
35.64033569879759,-82.55747193350733,661.0626220703125,4.771975994110107
35.6403807636127,-82.55741672696314,661.713623046875,4.771975994110107
35.64033569922159,-82.55741672696313,661.5588989257812,4.771975994110107
35.64038076401138,-82.5573615204189,662.396240234375,4.771975994110107
35.64033569962027,-82.55736152041891,662.238525390625,4.771975994110107
35.64029063522881,-82.55736152041891,662.1724853515625,4.771975994110107
35.64033569999366,-82.55730631387468,662.9459228515625,4.771975994110107
35.64033570034172,-82.55725110733044,663.763427734375,4.771975994110107
35.6403357006645,-82.55719590078621,664.459716796875,4.771975994110107
35.64033570096198,-82.557140694242,665.0386352539062,4.771975994110107
35.64029063657053,-82.55714069424197,664.7984619140625,4.771975994110107
35.64033570123414,-82.55708548769778,665.6612548828125,4.771975994110107
35.6402906368427,-82.55708548769775,665.393798828125,4.771975994110107
35.64038076587213,-82.55703028115353,666.6261596679688,4.771975994110107
35.64033570148102,-82.55703028115354,666.3926391601562,4.771975994110107
35.64029063708957,-82.55703028115354,666.099365234375,4.771975994110107
35.64038076609371,-82.55697507460931,667.2819213867188,4.771975994110107
35.6403357017026,-82.55697507460933,667.1011352539062,4.771975994110107
35.64029063731114,-82.55697507460933,666.81201171875,4.771975994110107
35.64042583068073,-82.55691986806508,668.1414794921875,4.771975994110107
35.64038076628996,-82.55691986806508,667.9717407226562,4.771975994110107
35.64033570189883,-82.5569198680651,667.8211059570312,4.771975994110107
35.64029063750739,-82.55691986806507,667.4895629882812,4.771975994110107
35.6404258308517,-82.55686466152089,668.6798095703125,4.771975994110107
35.64038076646093,-82.55686466152089,668.612548828125,4.771975994110107
35.64033570206982,-82.55686466152088,668.4821166992188,4.771975994110107
35.64029063767837,-82.55686466152088,668.1703491210938,4.771975994110107
35.64042583099736,-82.55680945497666,669.2726440429688,4.771975994110107
35.64038076660659,-82.55680945497666,669.23681640625,4.771975994110107
35.64033570221547,-82.55680945497664,669.0829467773438,4.771975994110107
35.64029063782402,-82.55680945497664,668.8696899414062,4.771975994110107
35.64047089550815,-82.55675424843241,670.0487670898438,4.771975994110107
35.64042583111771,-82.55675424843243,669.9302368164062,4.771975994110107
35.64038076672694,-82.5567542484324,669.86767578125,4.771975994110107
35.64033570233583,-82.55675424843241,669.7013549804688,4.771975994110107
35.64029063794437,-82.55675424843241,669.4805908203125,4.771975994110107
35.64042583121278,-82.55669904188818,670.5006103515625,4.771975994110107
35.64038076682201,-82.55669904188818,670.4116821289062,4.771975994110107
35.64033570243089,-82.5566990418882,670.273193359375,4.771975994110107
35.64029063803944,-82.5566990418882,670.1484985351562,4.771975994110107
35.64042583128252,-82.55664383534398,671.0298461914062,4.771975994110107
35.64038076689175,-82.55664383534398,670.928955078125,4.771975994110107
35.64033570250063,-82.55664383534396,670.8539428710938,4.771975994110107
35.64038076693619,-82.55658862879976,671.552490234375,4.771975994110107
35.64033570254507,-82.55658862879974,671.4667358398438,4.771975994110107
